Date,PONumber,Name,Item,Paid,Qty,Sales Price,Amount
10/3/2017,19334,Digital Resources Inc.,HDTV-VGA-2x2A,Paid,4,225,900
10/3/2017,3751,System Design & Integration,HDBT-SET-3,Paid,2,300,600
10/3/2017,284154,VMI Video,HDM2.0-FIB,Paid,2,"1,875.00","3,750.00"
10/3/2017,102949,"VTP/MTSU, USA",DP-1x2,Paid,1,360,360
10/5/2017,2453,Ellis Pro Media,DA-HDTV-SDI,Paid,2,560,"1,120.00"
10/9/2017,599009,Ford Audio-Video,HDMI-1x2-II,Paid,1,105,105
10/9/2017,102948,"VTP/MTSU, USA",DP-1x2,Paid,1,360,360
10/10/2017,654907,Tower,OG-DA-HDTV-SDI-II-SET-2,Paid,20,"1,008.00","20,160.00"
10/10/2017,284204,VMI Video,EDID-L-H,Paid,4,82.5,330
10/11/2017,17843,Summit Integrated Systems,OG-US-3500-SET-1,Paid,3,"1,350.00","4,050.00"
10/12/2017,130311,Avidex,HDBT-1-RAP,Paid,2,225,450
10/13/2017,23963,BZB Express,HDTV-VGA-2x2A,Paid,1,225,225
10/13/2017,103018,"VTP/MTSU, USA",Mi-16,Paid,1,"1,687.50","1,687.50"
10/13/2017,103018,"VTP/MTSU, USA",RPS-C12VDC,Paid,1,78,78
10/16/2017,46307,Advanced Systems Group,US-3500,Paid,1,"1,125.00","1,125.00"
10/16/2017,46309,Advanced Systems Group,US-3500,Paid,2,"1,125.00","2,250.00"
10/16/2017,130385,Avidex,DA-HDTV-SDI,Paid,1,525,525
10/16/2017,2500106241,Freeman Audio Visual Solutions,OG-MiniDE-II-SET-1,Paid,2,"1,905.00","3,810.00"
10/16/2017,2500106241,Freeman Audio Visual Solutions,OG-MiniQ-SET-1,Paid,1,"1,725.00","1,725.00"
10/16/2017,99214-X,Heartland Video,Mi-16,Paid,1,"1,687.50","1,687.50"
10/16/2017,99214-X,Heartland Video,RPS-C12DC,Paid,1,78,78
10/16/2017,1668,SEG,Mi-16,Paid,1,"1,687.50","1,687.50"
10/16/2017,P1315522,VER,DP-FIB,Paid,10,"1,625.00","16,250.00"
10/18/2017,2479,Ellis Pro Media,DA-HDTV-SDI,Paid,2,560,"1,120.00"
10/18/2017,66500,Sound Image,HDBT-SET-1,Paid,1,400,400
10/19/2017,73-KV100617,AVMS,HDMI-1x4-III,Paid,1,195,195
10/19/2017,OIC111114,OIC - USA,OIC-M802,Paid,2,"5,099.00","10,198.00"
10/19/2017,OIC111114,OIC - USA,RPS-LE16,Paid,2,96,192
10/20/2017,1419079,AVI-SPL,HDMI-1x2-II,Paid,1,105,105
10/20/2017,280409S,Compview,DA-HDTV-SDI,Paid,3,525,"1,575.00"
6/27/2018,280409S,Diversified Systems,DA-HDTV-SDI,Paid,-2,210,-420
10/23/2017,99231-X,Heartland Video,TSE-SET-2,Paid,1,390,390
10/26/2017,99366-X,Heartland Video,MicroQ-S,Paid,1,746.25,746.25
10/26/2017,1027093,Shoreview,DB25-AA-UNBL,Paid,1,67.5,67.5
10/31/2017,24035,BZB Express,KVM-SET-4,Paid,1,270,270
10/31/2017,24108,BZB Express,EDID-L-V,Paid,1,75,75
10/31/2017,24108,BZB Express,HDMI-E,Paid,1,30,30
11/1/2017,284295,VMI Video,CP-16,Paid,1,630,630
11/1/2017,284295,VMI Video,Mi-16,Paid,1,"1,687.50","1,687.50"
11/2/2017,99463-X,Heartland Video,USB-EXT-1,Paid,1,135,135
11/3/2017,PO12452,"Swiss Devco, Inc",DA-HDTV-SDI,Paid,4,560,"2,240.00"
11/6/2017,16919,ABS-USA,Mi-16,Paid,2,"1,687.50","3,375.00"
11/6/2017,16919,ABS-USA,RPS-C12VDC,Paid,2,78,156
11/7/2017,1424170,AVI-SPL,HDMI-1x2-II,Paid,2,105,210
5/4/2018,1424170,AVI-SPL,HDMI-1x2-II,Paid,-1,105,-105
11/8/2017,3762,System Design & Integration,HDBT-1-Es,Paid,2,150,300
11/8/2017,103097,"VTP/MTSU, USA",Mi-16,Paid,1,"1,687.50","1,687.50"
11/13/2017,599614,Ford Audio-Video,HDMI-1x2-II,Paid,3,105,315
11/13/2017,41351DFJW,Omega,MX-32,Paid,1,"9,000.00","9,000.00"
11/15/2017,583555,Ford Audio-Video,DA-HDTV-SDI,Paid,1,525,525
11/17/2017,284380,VMI Video,DP-1x2,Paid,1,360,360
11/20/2017,284214,VMI Video,CLN-SW-6x1-H,Paid,1,"1,500.00","1,500.00"
11/20/2017,284214,VMI Video,MicroDE-4,Paid,1,"1,125.00","1,125.00"
11/27/2017,15599,Beck Associates,DA-HDTV-SDI,Paid,2,525,"1,050.00"
11/27/2017,15599,Beck Associates,OG3-FR-CN-P,Paid,1,"1,762.50","1,762.50"
11/27/2017,15599,Beck Associates,OG-DA-HDTV-SDI-II-SET-1,Paid,6,623,"3,738.00"
11/27/2017,15599,Beck Associates,PS-OG3,Paid,1,586.95,586.95
11/27/2017,QVC18-15674,Beck Associates,DA-SDI-DE,Paid,4,637.5,"2,550.00"
11/29/2017,32579,Burst,DA-HDTV-SDI,Paid,2,525,"1,050.00"
12/1/2017,600477,Ford Audio-Video,HDMI-1x2-II,Paid,1,105,105
12/1/2017,600506,Ford Audio-Video,HDMI-1x2-II,Paid,2,105,210
12/6/2017,284473,VMI Video,MicroQ-S,Paid,1,746.25,746.25
12/6/2017,103206,"VTP/MTSU, USA",DVI-XX-SC,Paid,1,712.5,712.5
12/7/2017,600791,Ford Audio-Video,HDMI-1x2-II,Paid,2,105,210
12/7/2017,600974,Ford Audio-Video,DA-HDTV-SDI,Paid,1,525,525
12/7/2017,103190STD,"VTP/MTSU, USA",OG3-FR-CN-P,Paid,4,"1,598.00","6,392.00"
12/7/2017,103190STD,"VTP/MTSU, USA",OG-US-3500-SET-1,Paid,24,"1,224.00","29,376.00"
12/7/2017,103190STD,"VTP/MTSU, USA",PS-OG3,Paid,4,531.76,"2,127.04"
12/8/2017,OIC120117,OIC - USA,OIC-M1604,Paid,1,"11,198.00","11,198.00"
12/11/2017,604672,AVI Systems,HDMI-1x2-II,Paid,1,105,105
12/11/2017,32733,Burst,DA-HDTV-SDI,Paid,5,525,"2,625.00"
12/13/2017,100087-X,Heartland Video,DA-HDTV-SDI,Paid,1,525,525
12/13/2017,103155STD,"VTP/MTSU, USA",OG-MiniDE-II-SET-1,Paid,2,"1,750.00","3,500.00"
12/14/2017,282606S,Compview,DE-12,Paid,1,"8,748.60","8,748.60"
12/14/2017,58472,Cutting Edge Audio & Video Group,Mi-16+,Paid,1,"2,625.00","2,625.00"
12/14/2017,58472,Cutting Edge Audio & Video Group,RPS-C12VDC,Paid,1,78,78
12/14/2017,DSI-150243-SO8009,Diversified Systems,OG3-FR-C-P,Paid,1,"1,225.00","1,225.00"
12/14/2017,DSI-150243-SO8009,Diversified Systems,OG-DA-4HD-II-SET-1,Paid,8,273,"2,184.00"
12/14/2017,DSI-150243-SO8009,Diversified Systems,PS-OG3,Paid,1,547.4,547.4
12/15/2017,9365,RIA Corporation,KVM-SET-1,Paid,1,208,208
12/18/2017,131780,Avidex,HDTV-2x2H,Paid,1,187.5,187.5
12/18/2017,131809,Avidex,HDTV-2x2H,Paid,1,187.5,187.5
12/18/2017,1437121,AVI-SPL,HDMI-1x2-II,Paid,1,105,105
12/21/2017,33750,"AMT Systems, Inc.",DA-8HD,Paid,1,262.5,262.5
12/21/2017,3809,System Design & Integration,HDBT-1-Es,Paid,4,150,600
12/26/2017,131932,Avidex,CLN-SW-6x1-H,Paid,1,"1,500.00","1,500.00"
12/26/2017,1436054,AVI-SPL,HDM-DP1.2,Paid,1,63.75,63.75
12/26/2017,100230-X,Heartland Video,OG-US-3500-SET-1,Paid,24,"1,260.00","30,240.00"
12/27/2017,67244,Sound Image,DA-8HD,Paid,1,280,280
12/27/2017,67244,Sound Image,DA-HDTV-SDI,Paid,1,560,560
12/27/2017,67244,Sound Image,DA-SDI-HDTV-II,Paid,4,236,944
12/29/2017,227-29,CBT Systems,DA-HDTV-SDI,Paid,11,525,"5,775.00"
12/29/2017,227-29,CBT Systems,OG-US-3500-SET-1,Paid,9,"1,350.00","12,150.00"
12/29/2017,100236-Y,Heartland Video,LI-12HD,Paid,1,"6,020.00","6,020.00"
1/2/2018,601817,Ford Audio-Video,DA-SDI-HDTV,Paid,1,247.5,247.5
1/2/2018,601817,Ford Audio-Video,DA-SDI-HDTV-II,Paid,3,221.25,663.75
1/3/2018,0117-02SCLR,Meyer Projection Systems,KVM-SET-10,Paid,1,425,425
1/12/2018,Stadium18-15797,Beck Associates,HDMI-SET-9,Paid,6,450,"2,700.00"
1/12/2018,100432-X,Heartland Video,Mi-16,Paid,1,"1,687.50","1,687.50"
1/12/2018,100432-X,Heartland Video,RPS-12VDC40W,Paid,1,78,78
1/12/2018,35851,PRECO,DA-SDI-DE,Paid,8,637.5,"5,100.00"
1/12/2018,35851,PRECO,DB25-AA-BL,Paid,4,90,360
1/12/2018,35851,PRECO,DB25-AES-BL,Paid,4,75,300
1/15/2018,28565,"5280 Broadcast, Inc.",EDID-L-H,Paid,1,88,88
1/15/2018,28565,"5280 Broadcast, Inc.",HDM2.0-1x4,Paid,1,320,320
1/15/2018,28565,"5280 Broadcast, Inc.",HDMI-1-E-IR,Paid,2,80,160
1/15/2018,28565,"5280 Broadcast, Inc.",HDMI-1-R-IR,Paid,2,104,208
1/15/2018,608138,AVI Systems,HDMI-1x2-II,Paid,1,105,105
1/15/2018,DSI-151969-SO8092,Diversified Systems,Mi-16,Paid,1,"1,687.50","1,687.50"
1/15/2018,DSI-151969-SO8092,Diversified Systems,Mi-16#,Paid,1,"3,375.00","3,375.00"
1/15/2018,DSI-151969-SO8092,Diversified Systems,RPS-12VDC40W,Paid,2,104,208
1/15/2018,67438,Sound Image,DA-HDTV-SDI,Paid,1,560,560
1/15/2018,67438,Sound Image,HDMI-1x2-II,Paid,1,112,112
1/16/2018,PO015578,Colorado Studios,DA-2HD,Paid,1,93.75,93.75
1/17/2018,OIC180105,OIC - USA,OIC-M1604,Paid,2,"11,198.00","22,396.00"
1/23/2018,QVC18-15845,Beck Associates,DB25-AES-UNBL,Paid,4,65.53,262.12
1/23/2018,100583-X,Heartland Video,Mi-16,Paid,1,"1,687.50","1,687.50"
1/23/2018,100583-X,Heartland Video,RPS-12VDC40W,Paid,1,78,78
1/23/2018,100606-X,Heartland Video,DA-2HD,Paid,40,93.75,"3,750.00"
1/23/2018,67598,Sound Image,DA-HDTV-SDI,Paid,1,560,560
1/24/2018,133098,Avidex,HDMI-E,Paid,60,30,"1,800.00"
1/24/2018,100600-X,Heartland Video,DA-2HD,Paid,8,93.75,750
1/25/2018,24877,BZB Express,KVM-SET-12,Paid,2,746.25,"1,492.50"
1/26/2018,OIC180115,OIC - USA,OIC-M802,Paid,1,"5,099.00","5,099.00"
1/26/2018,OIC180115,OIC - USA,RPS-LE16,Paid,1,96,96
2/1/2018,33977,"AMT Systems, Inc.",DA-SDI-HDTV-II,Paid,3,221.25,663.75
2/1/2018,24904,BZB Express,HDMI-8-SER(M),Paid,2,450,900
2/1/2018,100603-S,Heartland Video,KVM-SET-10,Paid,10,350,"3,500.00"
2/2/2018,0218-01-IF,Meyer Projection Systems,DA-HDTV-SDI,Paid,2,525,"1,050.00"
2/2/2018,67700,Sound Image,DA-HDTV-SDI,Paid,1,560,560
3/19/2018,67700,Sound Image,DA-HDTV-SDI,Paid,-1,560,-560
2/2/2018,2002689,VER,DA-2HD,Unpaid,10,93.75,937.5
2/6/2018,24877,BZB Express,KVM-1-RH-LAN,Paid,2,375,750
2/6/2018,284699,VMI Video,HDMI-1-R,Paid,9,82.5,742.5
2/6/2018,284699,VMI Video,W-3x3,Paid,1,"3,000.00","3,000.00"
2/9/2018,100847-X,Heartland Video,HDBT-SET-3,Paid,1,300,300
2/13/2018,48277,Advanced Systems Group,US-3500,Paid,3,"1,125.00","3,375.00"
2/19/2018,48277,Advanced Systems Group,US-3500,Paid,1,"1,125.00","1,125.00"
2/21/2018,612952,AVI Systems,DA-HDTV-SDI,Paid,1,525,525
2/26/2018,2583,"Distinctive Video Engineering, Inc",EDID-EW-H,Paid,4,68,272
2/26/2018,100962-X,Heartland Video,EDID-EW-H,Paid,67,63.75,"4,271.25"
2/27/2018,603919,Ford Audio-Video,OG3-FR-C-P,Paid,1,"1,645.00","1,645.00"
2/27/2018,603919,Ford Audio-Video,OG-MiniDE-II-SET-1,Paid,2,"1,778.00","3,556.00"
2/27/2018,603919,Ford Audio-Video,PS-OG3,Paid,1,547.4,547.4
2/27/2018,PPO-00201,Fuse Technical Group LLC,OG-Mi-9+-SET-1,Paid,4,"1,116.00","4,464.00"
2/27/2018,103477,"VTP/MTSU, USA",DA-HDTV-SDI,Paid,3,525,"1,575.00"
2/28/2018,227-349,CBT Systems,DA-HDTV-SDI,Paid,6,525,"3,150.00"
2/28/2018,,Sound Image,DA-HDTV-SDI,Paid,1,560,560
3/5/2018,DSI-156135-SO8310,Diversified Systems,MiniDE-4-UHD,Paid,1,"3,375.00","3,375.00"
3/5/2018,103502,"VTP/MTSU, USA",DA-HDTV-SDI,Paid,3,525,"1,575.00"
3/6/2018,134078,Avidex,DA-HDTV-SDI,Paid,4,525,"2,100.00"
3/6/2018,134078,Avidex,DA-SDI-HDTV-II,Paid,3,221.25,663.75
3/6/2018,25255,BZB Express,TSE-SET-2,Paid,1,390,390
3/6/2018,101108-X,Heartland Video,EDID-EW-H,Paid,5,63.75,318.75
3/7/2018,134128,Avidex,DA-HDTV-SDI,Paid,2,525,"1,050.00"
3/7/2018,7620,Matrix Audio Visual Designs,DA-HDTV-SDI,Paid,1,560,560
3/7/2018,35914,PRECO,HDMI-1x2-II,Paid,4,105,420
3/7/2018,9412,RIA Corporation,Mi-16+,Paid,1,"2,625.00","2,625.00"
3/8/2018,17275,ABS-USA,OG-Pinnacle-L-SET-1,Paid,1,"1,540.00","1,540.00"
3/8/2018,48455,Advanced Systems Group,EDID-L-H,Paid,4,82.5,330
3/8/2018,48455,Advanced Systems Group,RPS-12VDC40W,Paid,2,78,156
3/8/2018,48455,Advanced Systems Group,US-3500,Paid,4,"1,125.00","4,500.00"
3/8/2018,101122-S,Heartland Video,KVM-SET-10,Paid,10,350,"3,500.00"
3/9/2018,2850,Aset Advanced Security & Electrical Tech,EDID-L-H,Paid,1,88,88
3/9/2018,2850,Aset Advanced Security & Electrical Tech,HDMI-E,Paid,25,32,800
3/9/2018,25359,BZB Express,EDID-EW-H,Paid,1,63.75,63.75
3/9/2018,3875,System Design & Integration,HDBT-SET-5-II,Paid,1,570,570
3/12/2018,48551,Advanced Systems Group,DA-HDTV-SDI,Paid,4,525,"2,100.00"
3/12/2018,227-381,CBT Systems,DA-HDTV-SDI,Paid,1,264,264
3/12/2018,227-381,CBT Systems,HDMI-PHR,Paid,9,52,468
3/12/2018,227-381,CBT Systems,W-3x3,Paid,1,"3,200.00","3,200.00"
3/14/2018,101287-X,Heartland Video,EDID-EW-H,Paid,1,63.75,63.75
3/15/2018,101217-S,Heartland Video,KVM-SET-10,Paid,10,350,"3,500.00"
3/15/2018,103578STD,"VTP/MTSU, USA",Mi-16,Paid,1,"1,687.50","1,687.50"
3/15/2018,103578STD,"VTP/MTSU, USA",RPS-12VDC40W,Paid,1,78,78
3/19/2018,605465,Ford Audio-Video,HDMI-1x2-II,Paid,1,105,105
3/19/2018,103572STD,"VTP/MTSU, USA",Mi-16#,Paid,1,"3,375.00","3,375.00"
3/19/2018,103572STD,"VTP/MTSU, USA",OG3-FR-CN-P,Paid,4,"1,645.00","6,580.00"
3/19/2018,103572STD,"VTP/MTSU, USA",OG-DA-4HD-II-SET-2,Paid,10,560,"5,600.00"
3/19/2018,103572STD,"VTP/MTSU, USA",PS-OG3,Paid,4,547.4,"2,189.60"
3/20/2018,3701,Broadcast Pix Inc.,HDMI-SET-2,Paid,5,157.5,787.5
3/26/2018,17323,ABS-USA,OG3-FR-CN-P,Paid,1,"1,645.00","1,645.00"
3/26/2018,17323,ABS-USA,OG-DA-8HD-II-SET-1,Paid,1,346.5,346.5
3/26/2018,17323,ABS-USA,PS-OG3,Paid,1,547.4,547.4
3/27/2018,605910,Ford Audio-Video,HDMI-1x2-II,Paid,1,105,105
3/28/2018,SQ-BG03281801,Aset Advanced Security & Electrical Tech,EDID-EW-H,Paid,25,68,"1,700.00"
4/2/2018,76922,Artistic Resources Corp,OG-Mi-9+-MB,Paid,1,836.5,836.5
4/2/2018,76922,Artistic Resources Corp,OG-Mi-9+-SET-1,Paid,2,976.5,"1,953.00"
4/2/2018,606204,Ford Audio-Video,HDMI-1x2-II,Paid,1,105,105
4/3/2018,101440-X,Heartland Video,EDID-EW-H,Paid,28,63.75,"1,785.00"
4/3/2018,SQ-BG03101804,Kratos Public Safety,DA-2HD,Paid,8,100,800
4/3/2018,285046,VMI Video,MicroQ-S,Paid,2,746.25,"1,492.50"
4/5/2018,15758,Colorado Studios,DA-2HD,Paid,7,81.25,568.75
4/5/2018,15759,Colorado Studios,DA-2HD,Paid,7,81.25,568.75
4/16/2018,15760,Colorado Studios,DA-2HD,Paid,4,81.25,325
4/16/2018,15769,Colorado Studios,DA-2HD,Paid,7,81.25,568.75
4/16/2018,15770,Colorado Studios,DA-2HD,Paid,5,81.25,406.25
4/16/2018,15771,Colorado Studios,DA-2HD,Paid,7,81.25,568.75
4/16/2018,15775,Colorado Studios,DA-2HD,Paid,2,81.25,162.5
4/16/2018,3891,System Design & Integration,HDBT-1-R,Paid,2,187.5,375
4/17/2018,103741,"VTP/MTSU, USA",DA-4HD,Paid,4,187.5,750
4/18/2018,180404A,OIC - USA,OIC-M802,Paid,2,"5,099.00","10,198.00"
4/18/2018,180404A,OIC - USA,RPS-LE16,Paid,2,96,192
4/20/2018,1472093,AVI-SPL,DA-HDTV-SDI,Paid,1,525,525
4/20/2018,1472093,AVI-SPL,DA-SDI-DE,Paid,2,637.5,"1,275.00"
4/20/2018,10378,BKW,OG-SDI-HDTV-SET-1,Paid,3,280,840
4/20/2018,101640-X,Heartland Video,DA-2HDX16-1RU,Paid,1,"1,500.00","1,500.00"
4/23/2018,15803,Colorado Studios,DA-2HD,Paid,4,81.25,325
4/25/2018,135559,Avidex,RJ45DVIF,Paid,2,18.75,37.5
4/27/2018,40655,Integrated Media Systems,DA-HDTV-SDI,Paid,1,560,560
5/1/2018,20008,Digital Resources Inc.,OG-MicroQ-SET-1,Paid,1,836.5,836.5
5/2/2018,607499,Ford Audio-Video,HDMI-1x2-II,Paid,5,105,525
5/4/2018,1424170,AVI-SPL,HDMI-1x2-II,Paid,-1,105,-105
5/4/2018,Email,Portland Timbers,DA-HDTV-SDI,Paid,1,700,700
5/7/2018,1470768,AVI-SPL,HDM2.0-1x2,Paid,3,150,450
5/7/2018,1470768,AVI-SPL,HDM2.0-1x2,Paid,1,150,150
5/7/2018,DSI-160498-111850,Diversified Systems,DA-HDTV-SDI,Paid,16,525,"8,400.00"
5/7/2018,101953-Y,Heartland Video,DA-HDTV-SDI,Paid,2,525,"1,050.00"
5/7/2018,101953-Y,Heartland Video,HDBT-1-E,Paid,2,187.5,375
5/7/2018,101953-Y,Heartland Video,HDBT-1-R,Paid,2,187.5,375
5/7/2018,101953-Y,Heartland Video,HDMI-1x4,Paid,1,225,225
5/7/2018,PO-4044,Philm Gear Inc.,OG-DA-HDTV-SDI-SET-1,Paid,1,623,623
5/7/2018,PO-4044,Philm Gear Inc.,OG-HDBT-EAPx-SET-1,Paid,1,787.5,787.5
5/7/2018,PO-4044,Philm Gear Inc.,OG-MicroQ-SET-1,Paid,1,836.5,836.5
5/7/2018,3910,System Design & Integration,HDBT-1-R,Paid,9,187.5,"1,687.50"
5/7/2018,3910,System Design & Integration,HDBT-SET-3,Paid,1,300,300
5/8/2018,2770,Ellis Pro Media,OG-US-3500-SET-1,Paid,3,"1,350.00","4,050.00"
5/8/2018,101893-X,Heartland Video,DA-HDTV-SDI,Paid,32,525,"16,800.00"
5/9/2018,1029124,Shoreview,DA-HDTV-SDI,Paid,4,525,"2,100.00"
5/9/2018,103843,"VTP/MTSU, USA",DA-HDTV-SDI,Paid,7,525,"3,675.00"
5/10/2018,15853,Colorado Studios,DA-2HD,Paid,6,81.25,487.5
5/10/2018,102014-Y,Heartland Video,DA-2HD,Paid,4,93.75,375
5/15/2018,205795,Ford Audio-Video,HDMI-1x2-II,Paid,1,105,105
5/17/2018,1479490,AVI-SPL,HDM2.0-1x2,Paid,2,150,300
5/21/2018,PPO-00482,Fuse Technical Group LLC,OG-Mi-9+-SET-1,Paid,3,976.5,"2,929.50"
5/22/2018,3918,System Design & Integration,HDBT-SET-5-II,Paid,4,570,"2,280.00"
5/22/2018,103831,"VTP/MTSU, USA",HDM2.0-1x4,Paid,1,300,300
5/23/2018,623738,AVI Systems,OG-MiniDE-II-SET-1,Paid,1,"1,778.00","1,778.00"
5/23/2018,625008,AVI Systems,DP-FIB,Paid,1,"1,875.00","1,875.00"
5/29/2018,103904,"VTP/MTSU, USA",DVI-XX-SC-RX,Paid,56,356.25,"19,950.00"
5/29/2018,103904,"VTP/MTSU, USA",DVI-XX-SC-TX,Paid,28,356.25,"9,975.00"
5/30/2018,17541,ABS-USA,LE-16HD,Paid,1,"6,996.50","6,996.50"
5/30/2018,17541,ABS-USA,RPS-LE16,Paid,1,112,112
5/30/2018,404028-28,Intent Digital,DA-2HDX16-1RU,Paid,1,656.25,656.25
5/30/2018,404028-28,Intent Digital,HDMI-1-R,Paid,2,82.5,165
5/30/2018,404028-28,Intent Digital,LX-16HD,Paid,1,"8,025.00","8,025.00"
6/1/2018,26238,BZB Express,EDID-EW-H,Paid,1,63.75,63.75
6/1/2018,608690,Ford Audio-Video,HDMI-1x2-II,Paid,5,105,525
6/1/2018,PPO-00602,Fuse Technical Group LLC,DE-16,Paid,1,"11,198.60","11,198.60"
6/1/2018,PPO-00602,Fuse Technical Group LLC,HDMI-1-R,Paid,1,82.5,82.5
6/4/2018,33469,Burst,DA-HDTV-SDI,Paid,1,525,525
6/6/2018,608903,Ford Audio-Video,US-3000,Paid,1,900,900
6/6/2018,IMTO16520,"Integrated Media Technologies, Inc.",DA-HDTV-SDI,Paid,1,525,525
6/14/2018,EUA-061418,ASI Sign Systems,HDMI-1-E,Paid,1,75,75
6/14/2018,EUA-061418,ASI Sign Systems,HDMI-1-R,Paid,1,82.5,82.5
6/14/2018,609621,Ford Audio-Video,HDMI-1x2-II,Paid,1,105,105
6/14/2018,OIC-180518,OIC - USA,OIC-M802,Paid,2,"5,099.00","10,198.00"
6/15/2018,136763,Avidex,HDM2.0-1x2-II,Paid,2,187.5,375
6/21/2018,CM014229,Matrix,DA-HDTV-SDI,Paid,3,525,"1,575.00"
6/22/2018,59894,Cutting Edge Audio & Video Group,Mi-16#,Paid,1,"3,375.00","3,375.00"
6/22/2018,102456-X,Heartland Video,KVM-SET-12-II,Paid,7,821.25,"5,748.75"
6/22/2018,285466,VMI Video,HDMI-1-R,Paid,20,82.5,"1,650.00"
6/26/2018,34610,"AMT Systems, Inc.",HDMI-1x4,Paid,1,225,225
6/27/2018,49496,Advanced Systems Group,US-3500,Paid,1,"1,125.00","1,125.00"
6/27/2018,26491,BZB Express,RJ45HDMIF,Paid,1,18.75,18.75
6/27/2018,280409S,Diversified Systems,DA-HDTV-SDI,Paid,-2,210,-420
6/27/2018,610264,Ford Audio-Video,DA-8HD,Paid,2,262.5,525
11/7/2018,610264,Ford Audio-Video,DA-8HD,Paid,-4,262.5,"-1,050.00"
6/27/2018,610264,Ford Audio-Video,DA-SDI-HDTV-II,Paid,4,221.25,885
6/28/2018,610343,Ford Audio-Video,HDMI-1x2-II,Paid,2,105,210
6/29/2018,610088,Ford Audio-Video,HDMI-1x2-II,Paid,1,105,105
6/29/2018,610423,Ford Audio-Video,DA-2HD,Paid,1,93.75,93.75
6/29/2018,610423,Ford Audio-Video,DA-8HD,Paid,2,262.5,525
11/7/2018,610264,Ford Audio-Video,DA-8HD,Paid,-4,262.5,"-1,050.00"
6/29/2018,610423,Ford Audio-Video,DA-SDI-HDTV-II,Paid,12,221.25,"2,655.00"
7/3/2018,26536,BZB Express,KVM-SET-4,Paid,1,270,270
7/3/2018,DSI-164917-112128,Diversified Systems,DA-HDTV-SDI,Paid,5,525,"2,625.00"
7/3/2018,36084,PRECO,HDMI-1x2-II,Paid,4,105,420
7/5/2018,610423,Ford Audio-Video,DA-8HD,Paid,1,262.5,262.5
7/5/2018,104126,"VTP/MTSU, USA",DA-8HD,Paid,5,262.5,"1,312.50"
7/9/2018,DSI-165283-112128,Diversified Systems,DA-HDTV-SDI,Paid,1,525,525
7/10/2018,242-03,CBT Systems,DA-HDTV-SDI,Paid,6,560,"3,360.00"
7/10/2018,242-03,CBT Systems,EDID-EW-H,Paid,6,68,408
7/10/2018,242-03,CBT Systems,OG-US-3500-SET-1,Paid,11,"1,440.00","15,840.00"
7/10/2018,102845-X,Heartland Video,DA-SDI-HDTV-II,Paid,1,221.25,221.25
7/11/2018,172-200,CBT Systems,OG-US-3000-SET-1,Paid,1,"1,200.00","1,200.00"
7/11/2018,172-200,CBT Systems,OG-US-4000-SET-1,Paid,1,"2,000.00","2,000.00"
7/11/2018,235-05,CBT Systems,DA-HDTV-SDI,Paid,2,616,"1,232.00"
7/11/2018,235-05,CBT Systems,EDID-L-H,Paid,2,96.8,193.6
7/12/2018,DSI-165177-111863,Diversified Systems,OG3-FR-CN-P,Paid,1,"2,467.50","2,467.50"
7/12/2018,DSI-165177-111863,Diversified Systems,OG-SDI-HDTV-SET-1,Paid,2,280,560
7/12/2018,DSI-165177-111863,Diversified Systems,OG-US-4000-SET-1,Paid,8,"1,750.00","14,000.00"
7/12/2018,DSI-165177-111863,Diversified Systems,PS-OG3,Paid,1,547.4,547.4
7/13/2018,102914-Y,Heartland Video,DA-SDI-HDTV-II,Paid,1,221.25,221.25
7/17/2018,1494727,AVI-SPL,DA-2HD,Paid,1,93.75,93.75
7/17/2018,1494727,AVI-SPL,DA-HDTV-SDI,Paid,1,525,525
7/17/2018,1494727,AVI-SPL,DA-SDI-HDTV-II,Paid,2,221.25,442.5
7/17/2018,1494727,AVI-SPL,DVI-1-SR,Paid,4,26.25,105
7/17/2018,1494727,AVI-SPL,HDMI-1X8-II,Paid,4,270,"1,080.00"
7/17/2018,1494727,AVI-SPL,LX-32HD,Paid,1,"15,050.00","15,050.00"
7/17/2018,1494727,AVI-SPL,Micro-4K-DP,Paid,1,"1,496.25","1,496.25"
7/17/2018,1494727,AVI-SPL,OG-US-3500-SET-1,Paid,5,"1,260.00","6,300.00"
7/17/2018,1494727,AVI-SPL,OG-US-4000-SET-1,Paid,3,"1,750.00","5,250.00"
7/17/2018,1494727,AVI-SPL,US-3500,Paid,1,"1,125.00","1,125.00"
7/19/2018,104220,"VTP/MTSU, USA",HDM2.0-UHD-UDC,Paid,3,221.25,663.75
7/20/2018,2523,Triton Technology Solutions,DA-2HD,Paid,1,93.75,93.75
7/23/2018,UL18-16333,Beck Associates,Crescent 4K,Paid,1,"1,725.00","1,725.00"
7/23/2018,UL18-16333,Beck Associates,RPS-LE4,Paid,1,110,110
7/23/2018,611507,Ford Audio-Video,HDM2.0-1x4,Paid,1,300,300
7/23/2018,9675,RIA Corporation,DA-HDTV-SDI,Paid,2,525,"1,050.00"
7/25/2018,26734,BZB Express,RJ45HDMIF,Paid,2,18.75,37.5
7/26/2018,DSI-165925-111619,Diversified Systems,OG3-FR-C-P,Paid,1,"1,225.00","1,225.00"
7/26/2018,DSI-165925-111619,Diversified Systems,OG-SDI-HDTV-SET-1,Paid,2,280,560
7/26/2018,DSI-165925-111619,Diversified Systems,OG-US-4000-SET-1,Paid,4,"1,750.00","7,000.00"
